колонка_0,колонка_1,колонка_2,колонка_3,колонка_4,колонка_5,колонка_6,колонка_7,колонка_8,колонка_9,колонка_10,колонка_11,колонка_12,колонка_13,колонка_14,колонка_15,колонка_16,колонка_17,колонка_18,колонка_19,колонка_20
2024-09-07,website,Электроника и наноэлектроника,,230000,c58a9aec-3331-49d9-9942-7b9f6751ab8,0.65,0,1,3,Дальневосточный федеральный университет (ДВФУ),1380000.0,,M,8,Карпов Олег Егорович,1,BACHELOR,18,4.8,2024-06-26
2024-08-06,bank,Электроника и наноэлектроника,2024-08-22,290000,650892d4-859c-4d7f-8f69-7cd7603beba,0.58,1,1,3,Санкт-Петербургский государственный университет (СПбГУ),1740000.0,,F,8,Пелагея Ниловна Шарапова,1,BACHELOR,16,4.0,2024-07-12
2024-05-28,social_media,Химия,2024-09-03,270000,8501aaa1-0d54-46fa-b6ee-b647080e043,0.61,1,1,1,Новосибирский государственный университет (НГУ),324000.0,,M,2,Быков Аскольд Бориславович,1,SPECIALTY,16,4.0,2024-05-12
2024-07-02,social_media,Информатика и вычислительная техника,2024-08-22,210000,9d5e2cae-ce1d-40b3-b372-356633b3ee7,0.61,1,1,2,Красноярский государственный университет (КГУ),630000.0,,M,4,Мухин Рубен Егорович,1,BACHELOR,17,3.7,2024-05-11
,social_media,Прикладная математика,,300000,28b99984-e9b3-4ac2-818e-4796cb305cb,0.8,0,0,2,Санкт-Петербургский государственный университет (СПбГУ),0.0,Недостаток документов,M,4,Агафонов Автоном Викторович,1,MASTER,22,4.0,2024-05-13
2024-07-06,website,Автоматизация и управление,2024-07-25,270000,e6a36cac-1ac9-42ae-a2b6-f20fc6bcb08f,0.56,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),864000.0,,F,4,Акулина Борисовна Шестакова,0,BACHELOR,16,3.4,2024-06-20
2024-06-23,website,Физика,2024-07-10,175000,16835382-d215-49a1-bfb9-10ce81e4b919,0.66,1,1,2,Новосибирский государственный университет (НГУ),840000.0,,F,6,Евдокимова Агата Евгеньевна,0,BACHELOR,17,3.4,2024-06-21
2024-08-07,social_media,Автоматизация и управление,2024-08-15,320000,521e998b-030a-4c92-b6d8-b7b417aa6fe5,0.64,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1536000.0,,M,6,Изяслав Захарьевич Кириллов,0,SPECIALTY,17,4.0,2024-05-18
2024-07-23,social_media,Прикладная математика,2024-08-04,270000,41802979-399b-40db-aa3a-ce0620caf14,0.69,1,1,2,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),1080000.0,,M,4,Лихачев Родион Адамович,1,MASTER,22,3.3,2024-07-18
2024-09-04,social_media,Физика,2024-09-15,265000,59166ea9-155d-42a3-91e1-02211bfe565e,0.6,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),954000.0,,F,4,Евфросиния Робертовна Прохорова,0,MASTER,23,3.2,2024-05-01
2024-08-27,social_media,Информатика и вычислительная техника,,350000,9432b1f9-3c6e-4e03-b4f5-3597842d4f3e,0.53,0,1,3,Санкт-Петербургский государственный университет (СПбГУ),2100000.0,,F,8,Бирюкова Акулина Аркадьевна,0,BACHELOR,15,3.5,2024-06-10
2024-07-04,social_media,Информатика и вычислительная техника,2024-07-11,350000,5261e715-efd6-4929-a013-f24413b59ea,0.51,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),420000.0,,M,2,Яков Владиславович Константинов,1,SPECIALTY,18,3.4,2024-05-14
2024-08-03,website,Прикладная математика,2024-09-09,310000,3e6b97aa-9c51-4a79-95c2-5620e4ab130,0.63,1,1,4,Российский государственный университет нефти и газа имени И.М. Губкина,2480000.0,,M,8,Чернов Демьян Ануфриевич,1,BACHELOR,15,4.0,2024-05-30
,bank,Прикладная математика,,250000,8626c9ab-6d73-41dc-b475-9041102c6e4b,0.74,0,0,1,Московский физико-технический институт (МФТИ),0.0,Плохая КИ,M,2,Адриан Аверьянович Корнилов,0,BACHELOR,16,4.2,2024-07-04
2024-08-29,website,Биотехнология,2024-09-03,165000,a62a1f80-f2f9-44ff-8ffa-aca03bf825a,0.52,1,1,4,Дальневосточный федеральный университет (ДВФУ),1188000.0,,M,8,Фирс Богданович Агафонов,1,BACHELOR,18,4.0,2024-08-15
2024-08-08,social_media,Прикладная математика,2024-08-28,350000,ca76f48b-73ff-4a37-85bf-f186c6a3f66,0.71,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1050000.0,,M,4,Кондратьев Аким Валерианович,1,MASTER,23,4.8,2024-08-06
,bank,Электроника и наноэлектроника,,185000,0ac18767-6ec7-4264-9dd9-3406c0c96739,0.86,0,0,2,Томский государственный университет (ТГУ),0.0,Недостаток документов,F,4,Филатова Лариса Альбертовна,0,SPECIALTY,18,3.4,2024-07-12
2024-07-12,website,Физика,2024-08-22,255000,9f955cbf-2219-4723-82d9-788851c6d28,0.61,1,1,3,Национальный исследовательский ядерный университет «МИФИ»,1530000.0,,M,8,Костин Влас Елисеевич,1,BACHELOR,15,3.3,2024-06-23
2024-08-13,website,Химия,2024-09-01,310000,f63b703a-780d-4b9a-80f9-ac27dd93f601,0.62,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1240000.0,,M,8,Добромысл Теймуразович Кононов,0,BACHELOR,15,4.0,2024-05-09
,social_media,Физика,,175000,73b1849b-84cd-49db-93d4-74202abba57,0.9,0,0,1,Российский государственный университет нефти и газа имени И.М. Губкина,0.0,Недостаток документов,F,4,Молчанова Лора Робертовна,1,MASTER,24,4.0,2024-05-14
2024-06-21,social_media,Прикладная математика,2024-06-24,350000,499e87dc-2801-4c1c-80d0-9a80715cb20,0.66,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),700000.0,,F,2,Пестова Милица Макаровна,1,BACHELOR,16,4.0,2024-05-15
2024-06-12,social_media,Информатика и вычислительная техника,2024-07-30,500000,8c6be0d8-bcf1-4bb8-9ad6-b0e006e69665,0.66,1,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),3200000.0,,F,8,Дроздова Евпраксия Ефимовна,0,BACHELOR,19,4.0,2024-05-19
2024-07-10,website,Инженерия программного обеспечения,2024-07-10,170000,6fd3c91a-0636-4741-b580-4cf40d761065,0.62,1,1,6,Красноярский государственный университет (КГУ),2040000.0,,F,12,Матвеева Евпраксия Степановна,0,SPECIALTY,17,3.2,2024-06-14
,social_media,Прикладная математика,,200000,5a25a90d-1ff0-4247-9e43-c8b7be6dffba,0.73,0,0,2,Пермский государственный национальный исследовательский университет (ПГНИУ),0.0,Недостаток документов,M,4,Корнил Елизарович Яковлев,0,BACHELOR,18,4.9,2024-06-20
2024-07-26,bank,Биотехнология,2024-08-30,125000,ad6fd0bf-1b90-4ecc-bd05-7174961ba97d,0.52,1,1,2,Пермский государственный национальный исследовательский университет (ПГНИУ),600000.0,,F,8,Эмилия Васильевна Мельникова,0,BACHELOR,15,4.3,2024-07-11
2024-06-23,social_media,Химия,2024-07-24,220000,0b86b0fc-b24c-4214-afb3-354bd5c8939c,0.47,1,1,4,Красноярский государственный университет (КГУ),1584000.0,,M,8,Ермолай Феоктистович Кошелев,0,BACHELOR,17,3.6,2024-05-14
2024-05-22,website,Информатика и вычислительная техника,2024-05-27,350000,e7d40d00-93b5-44aa-83f5-d3253ad36086,0.75,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1400000.0,,F,4,Аксенова Людмила Андреевна,0,MASTER,24,4.0,2024-05-11
2024-08-15,social_media,Информатика и вычислительная техника,,400000,06014bf1-aacb-4ae3-b180-40ebda161b5,0.63,0,1,4,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),3200000.0,,F,8,Глафира Тимофеевна Виноградова,1,BACHELOR,15,4.3,2024-06-18
2024-06-09,bank,Биотехнология,,165000,0ebe0f52-699c-46f7-8041-921aa466c771,0.67,0,1,4,Дальневосточный федеральный университет (ДВФУ),1320000.0,,F,8,Лыткина Фаина Болеславовна,0,BACHELOR,16,4.0,2024-05-27
2024-05-10,bank,Прикладная математика,2024-06-19,350000,8dcf8333-c1d2-4476-bb9a-c79c782501b8,0.72,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),840000.0,,F,4,Селезнева Евфросиния Ниловна,0,BACHELOR,19,4.0,2024-05-05
2024-06-18,social_media,Информатика и вычислительная техника,2024-08-03,250000,09b5adcf-f1a6-4482-ba12-08783e94b7a9,0.6,1,1,2,Московский физико-технический институт (МФТИ),1125000.0,,M,6,г-н Денисов Степан Адрианович,0,BACHELOR,15,4.5,2024-06-06
2024-07-29,website,Информатика и вычислительная техника,2024-09-11,360000,4e9f5a06-34bd-422d-867b-b99eeccb843,0.66,1,1,2,Российский государственный университет нефти и газа имени И.М. Губкина,1620000.0,,M,6,Илья Федотович Фадеев,1,BACHELOR,18,4.8,2024-07-25
2024-08-03,website,Механика,2024-08-07,295000,4a6a9c54-1ab5-4598-bc39-881b83085f1b,0.53,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1180000.0,,M,8,Лев Эдгардович Панфилов,0,BACHELOR,16,3.2,2024-05-18
2024-05-23,social_media,Автоматизация и управление,,160000,f66cd8ad-691e-4506-abb4-df15f8edac7,0.7,0,1,2,Казанский федеральный университет (КФУ),512000.0,,M,4,Иван Антонович Шубин,1,MASTER,24,3.6,2024-05-02
2024-05-14,social_media,Прикладная математика,2024-09-09,200000,d2687d65-0095-4cb0-8164-0e623e81cefa,0.48,1,1,1,Московский физико-технический институт (МФТИ),300000.0,,M,2,Елисеев Самуил Феодосьевич,0,BACHELOR,17,4.0,2024-05-07
2024-06-27,website,Химия,2024-08-29,260000,33eef4a6-9b78-4736-894d-100a6e8223f7,0.69,1,1,3,Московский государственный университет имени М.В. Ломоносова (МГУ),1560000.0,,F,8,Александрова Глафира Геннадьевна,0,BACHELOR,17,4.2,2024-06-26
2024-08-14,social_media,Инженерия программного обеспечения,,160000,465e28eb-f4b2-49ad-938c-eec08dc49f49,0.68,0,1,2,Пермский государственный национальный исследовательский университет (ПГНИУ),640000.0,,F,4,Лазарева Лукия Натановна,0,MASTER,20,4.9,2024-07-27
2024-06-04,bank,Электроника и наноэлектроника,2024-07-17,390000,569c23fc-1eaa-4a12-beec-fc710678a8ad,0.55,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1248000.0,,F,4,Иванна Эдуардовна Морозова,0,BACHELOR,16,3.6,2024-06-04
,social_media,Химия,,220000,af8b3447-e199-4c04-b977-95c81bc3e498,0.82,0,0,2,Новосибирский государственный университет (НГУ),0.0,Заявитель найден в ЧС,M,4,Антонов Венедикт Димитриевич,0,BACHELOR,16,4.0,2024-05-21
2024-07-21,website,Физика,2024-09-10,125000,8fbd6a0b-804d-4839-9f08-ac243b9e10e2,0.63,1,1,2,Красноярский государственный университет (КГУ),500000.0,,M,8,Ковалев Христофор Артурович,0,BACHELOR,19,3.8,2024-07-05
,social_media,Физика,,365000,fe1207bb-dede-4289-bcb3-9fa4d2698086,0.84,0,0,4,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Заявитель найден в ЧС,M,8,Анисимов Евграф Жанович,0,BACHELOR,16,4.0,2024-05-22
2024-05-22,social_media,Информатика и вычислительная техника,2024-08-28,240000,bbc53245-6806-476b-b0dd-a93fa6c6ae0,0.62,1,1,2,Национальный исследовательский ядерный университет «МИФИ»,960000.0,,M,4,Фотий Димитриевич Журавлев,1,BACHELOR,18,3.2,2024-05-10
2024-07-09,website,Прикладная математика,2024-09-14,250000,422443e4-98b0-40bf-8001-83c19f9071a6,0.66,1,1,2,Московский физико-технический институт (МФТИ),900000.0,,F,4,Веселова Лидия Эдуардовна,0,BACHELOR,18,4.4,2024-06-22
,website,Физика,,175000,0fa7b753-d592-46ac-a69c-a358096ef036,0.9,0,0,0,Российский государственный университет нефти и газа имени И.М. Губкина,0.0,Плохая КИ,F,2,Кира Борисовна Константинова,0,MASTER,23,3.9,2024-06-20
,social_media,Прикладная математика,,250000,53a2d739-1ae0-4987-b5cd-bb010aad0bb5,0.84,0,0,0,Московский физико-технический институт (МФТИ),0.0,Некорректные данные,M,2,Рюрик Егорович Куликов,0,MASTER,23,3.2,2024-07-02
2024-08-02,website,Прикладная математика,2024-08-14,310000,1c96c5dd-6922-424a-85fb-21d56ffe8d18,0.72,1,1,2,Новосибирский государственный университет (НГУ),1116000.0,,M,4,Зиновий Тимурович Нестеров,0,MASTER,24,4.1,2024-06-23
2024-07-17,bank,Биотехнология,2024-09-09,135000,d555c822-3593-49d0-aee2-49deef3331f,0.53,1,1,1,Красноярский государственный университет (КГУ),243000.0,,F,2,София Романовна Павлова,1,BACHELOR,15,4.8,2024-06-12
,bank,Инженерия программного обеспечения,,230000,c0c3ba5a-dbc9-45e2-85aa-948d2d84ab0d,0.8,0,0,1,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),0.0,Недостаток документов,F,2,Анжелика Харитоновна Большакова,0,BACHELOR,16,4.3,2024-07-05
2024-07-26,social_media,Информатика и вычислительная техника,2024-08-07,290000,94ea4a0e-80d9-40fb-b374-afdd1b83296,0.68,1,1,2,Казанский федеральный университет (КФУ),1160000.0,,M,4,Гурьев Лавр Георгиевич,1,MASTER,21,3.6,2024-05-24
2024-09-09,bank,Химия,2024-09-10,260000,58ecb935-768f-4180-a940-23b39e8b209b,0.5,1,1,2,Московский физико-технический институт (МФТИ),1248000.0,,M,8,Наркис Андреевич Никитин,0,BACHELOR,15,4.0,2024-05-27
2024-05-24,social_media,Физика,2024-08-14,265000,28b6b92f-0da6-4102-94db-854c1c6256c6,0.66,1,1,4,Московский государственный университет имени М.В. Ломоносова (МГУ),2120000.0,,M,8,Трофимов Светозар Харламович,0,BACHELOR,18,4.0,2024-05-04
2024-08-24,social_media,Электроника и наноэлектроника,,340000,e7b612c1-67d8-4c33-aba0-f8f07fb01046,0.68,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1088000.0,,F,4,Воронцова Мария Ждановна,0,BACHELOR,17,4.0,2024-08-11
2024-08-19,social_media,Прикладная математика,2024-09-11,145000,c6130e3c-588f-4cb3-be56-30773a5da2b,0.51,1,1,3,Томский государственный университет (ТГУ),928000.0,,M,8,Лыткин Болеслав Бориславович,1,BACHELOR,17,4.4,2024-06-21
2024-06-16,social_media,Физика,2024-09-02,215000,bec76e66-fe3e-4079-a2f9-34c0966440a5,0.65,1,1,4,Московский физико-технический институт (МФТИ),1720000.0,,F,8,тов. Силина Евфросиния Артемовна,0,BACHELOR,18,4.7,2024-06-15
,social_media,Прикладная математика,,200000,6ea45522-d9c7-4121-be2d-547cc1533593,0.88,0,0,1,Московский физико-технический институт (МФТИ),0.0,Недостаток документов,F,4,Тарасова Алла Николаевна,0,MASTER,20,4.9,2024-06-15
2024-07-16,bank,Кибернетика,2024-09-03,310000,b417c89e-cc8f-419e-955f-1f5ead9e3c9,0.66,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),620000.0,,M,2,Александров Милован Жоресович,1,BACHELOR,15,4.2,2024-07-13
2024-08-03,bank,Прикладная математика,2024-09-07,350000,6522ac98-d593-415f-8cb1-c0e9d5c024e5,0.69,1,1,0,Московский государственный университет имени М.В. Ломоносова (МГУ),350000.0,,F,2,Хохлова Фаина Константиновна,0,SPECIALTY,17,3.6,2024-06-26
2024-08-09,social_media,Информатика и вычислительная техника,,240000,7f2c6ea3-421f-4873-8eff-6419a80de61,0.65,0,1,3,Казанский федеральный университет (КФУ),1440000.0,,M,8,Соломон Ефимович Медведев,1,BACHELOR,18,4.0,2024-05-07
2024-07-04,social_media,Физика,2024-07-21,415000,93f134ca-f246-4576-af77-4eeae7e64a6b,0.52,1,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),830000.0,,F,4,Пономарева Ираида Харитоновна,0,BACHELOR,17,4.0,2024-05-04
2024-06-25,bank,Автоматизация и управление,2024-07-06,190000,60dfbe10-efdc-4a83-a10a-d2f07eb07e4,0.72,1,1,3,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),1216000.0,,F,8,Харитонова Ульяна Вадимовна,1,BACHELOR,19,3.8,2024-06-01
2024-08-21,bank,Информатика и вычислительная техника,2024-08-26,450000,f1e3998e-146f-47ef-9378-4100f9cb1579,0.72,1,1,4,Московский государственный университет имени М.В. Ломоносова (МГУ),3600000.0,,F,8,Евпраксия Геннадьевна Егорова,0,BACHELOR,19,4.0,2024-08-07
2024-06-02,website,Физика,2024-07-02,215000,c4181974-933e-46e0-b12b-e2a3cd08723e,0.56,1,1,1,Московский физико-технический институт (МФТИ),430000.0,,M,2,Зимин Никандр Гавриилович,0,MASTER,21,4.0,2024-05-27
,social_media,Прикладная математика,,210000,d5291efc-ee45-43ac-b0cf-66588b04ef9c,0.76,0,0,3,Новосибирский государственный университет (НГУ),0.0,Заявитель найден в ЧС,F,8,Федотова Кира Анатольевна,0,BACHELOR,17,4.0,2024-05-01
2024-07-26,bank,Инженерия программного обеспечения,2024-08-29,360000,df296776-2eac-4de5-a588-4505da597f23,0.72,1,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),432000.0,,M,2,Изот Валерьевич Федотов,0,MASTER,22,4.2,2024-06-09
2024-07-17,social_media,Информатика и вычислительная техника,2024-08-19,340000,93876333-80c8-49d3-ae31-587633276c25,0.63,1,1,3,Национальный исследовательский ядерный университет «МИФИ»,2040000.0,,M,8,Родион Феодосьевич Дьячков,0,BACHELOR,17,5.0,2024-07-14
2024-08-02,social_media,Электроника и наноэлектроника,2024-08-21,280000,4ea5438b-189b-4769-a8d0-69b5254cc5a,0.52,1,1,2,Национальный исследовательский ядерный университет «МИФИ»,1120000.0,,F,4,Эмилия Ждановна Фомина,1,BACHELOR,17,3.6,2024-07-29
2024-06-05,social_media,Кибернетика,2024-06-22,310000,303416c0-7a67-40c9-9485-dfee78eb51f6,0.66,1,1,4,Санкт-Петербургский государственный университет (СПбГУ),2232000.0,,M,8,Якушев Парфен Федосьевич,0,BACHELOR,19,4.0,2024-05-19
2024-08-20,bank,Информатика и вычислительная техника,2024-09-03,400000,38411831-81d0-440a-97d1-cdc468759adf,0.63,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1440000.0,,F,4,Любовь Аркадьевна Беляева,0,MASTER,20,4.9,2024-06-03
2024-07-06,bank,Электроника и наноэлектроника,2024-08-06,390000,71519111-aa82-4023-a350-5099f2854f89,0.74,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),780000.0,,M,4,Лукьян Бориславович Борисов,0,MASTER,20,4.9,2024-06-12
2024-08-06,social_media,Электроника и наноэлектроника,,390000,509a8586-81fe-49e3-b63e-ef051ac7cf2,0.63,0,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1755000.0,,F,6,Гордеева Нинель Альбертовна,1,BACHELOR,15,3.8,2024-05-02
2024-08-05,bank,Физика,2024-09-12,125000,5fa29eb9-5638-4b12-9e14-152c3425431,0.68,1,1,3,Красноярский государственный университет (КГУ),750000.0,,F,8,Лидия Феликсовна Зимина,1,BACHELOR,19,4.0,2024-05-08
2024-06-28,social_media,Инженерия программного обеспечения,2024-09-11,310000,c17cfa58-2a66-4f85-b66e-6d03670d359,0.65,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),620000.0,,F,2,Фаина Леоновна Сазонова,1,BACHELOR,15,3.5,2024-05-15
,social_media,Физика,,265000,e09c87a0-41d6-457e-beb1-31cff9abf88,0.86,0,0,2,Санкт-Петербургский государственный университет (СПбГУ),0.0,Некорректные данные,F,4,Пестова Юлия Архиповна,1,BACHELOR,19,3.4,2024-07-03
2024-07-11,social_media,Информатика и вычислительная техника,2024-07-18,295000,8b39a971-d224-4a0d-bf84-0106213d0c1,0.65,1,1,3,Томский государственный университет (ТГУ),1888000.0,,F,8,Логинова Марфа Дмитриевна,1,BACHELOR,16,4.0,2024-05-23
2024-06-05,website,Химия,2024-07-11,270000,389800cb-3bff-46e7-a5e5-4bbcf9be582,0.69,1,1,1,Новосибирский государственный университет (НГУ),648000.0,,M,4,Родион Гертрудович Гордеев,1,MASTER,22,3.6,2024-05-03
,bank,Физика,,365000,0036fd9b-a6ff-4153-8b4f-68075e3c2340,0.89,0,0,2,Санкт-Петербургский государственный университет (СПбГУ),0.0,Плохая КИ,M,4,Тихонов Харлампий Харитонович,0,MASTER,20,4.0,2024-05-18
2024-09-02,website,Биотехнология,2024-09-10,125000,2476c6e8-6729-47f3-afc7-adacc2e2502d,0.51,1,1,2,Пермский государственный национальный исследовательский университет (ПГНИУ),600000.0,,F,8,Лихачева Елена Павловна,0,BACHELOR,19,3.2,2024-07-07
2024-08-18,website,Химия,2024-08-27,270000,f9a5548a-f905-45f0-af95-f82da357d1c,0.54,1,1,3,Новосибирский государственный университет (НГУ),1458000.0,,F,6,Пестова Тамара Анатольевна,1,BACHELOR,16,3.7,2024-05-26
2024-08-18,social_media,Химия,2024-08-22,360000,97063e7d-6da5-4969-92d6-f2f10511f047,0.68,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1440000.0,,F,8,Марина Георгиевна Кудрявцева,0,BACHELOR,17,3.9,2024-07-04
2024-06-20,website,Информатика и вычислительная техника,2024-08-31,260000,c60e95fc-9a79-44d3-a28e-191ca785d8f9,0.71,1,1,1,Новосибирский государственный университет (НГУ),624000.0,,F,4,Пелагея Аскольдовна Шилова,0,MASTER,20,4.0,2024-05-19
2024-05-21,website,Инженерия программного обеспечения,2024-08-17,360000,2f9e67be-1f85-47ec-b57c-6f6b1612d1f2,0.69,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),1440000.0,,M,4,Савва Бориславович Калинин,0,MASTER,22,3.3,2024-05-10
2024-08-10,social_media,Прикладная математика,,240000,56c1108c-129d-4548-9174-a60d9e506ca,0.5,0,1,4,Национальный исследовательский ядерный университет «МИФИ»,1920000.0,,M,8,Потап Ермолаевич Белов,1,BACHELOR,19,3.4,2024-06-30
2024-05-18,bank,Информатика и вычислительная техника,2024-07-12,210000,e2137a64-efb3-425c-bbb3-6f4babadc7f,0.5,1,1,2,Красноярский государственный университет (КГУ),840000.0,,M,8,Гаврила Валерьевич Кулагин,1,BACHELOR,15,4.0,2024-05-15
2024-07-31,bank,Инженерия программного обеспечения,,310000,0fc62d32-c59d-4665-9186-ba9252a2ed66,0.69,0,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),372000.0,,M,2,Юрий Владленович Брагин,0,BACHELOR,18,3.7,2024-05-31
2024-08-21,social_media,Инженерия программного обеспечения,,310000,928d0110-adea-497c-9508-53e36e6a044e,0.55,0,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),372000.0,,F,2,Лукия Яковлевна Голубева,0,SPECIALTY,17,3.9,2024-05-10
2024-06-29,bank,Инженерия программного обеспечения,2024-07-07,200000,ba9a93b3-9a16-4e04-8671-182a7595607,0.75,1,1,2,Дальневосточный федеральный университет (ДВФУ),640000.0,,F,4,Прасковья Николаевна Костина,1,MASTER,22,4.7,2024-06-26
2024-08-22,website,Биотехнология,2024-09-01,170000,14717492-a3d6-44f4-b10c-82eedf15c98,0.72,1,1,2,Томский государственный университет (ТГУ),510000.0,,F,4,Мария Константиновна Голубева,1,MASTER,21,4.2,2024-07-06
2024-07-19,bank,Информатика и вычислительная техника,2024-08-09,400000,72084ade-b851-4bd9-bf94-f148f7b56b5,0.67,1,1,4,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),3200000.0,,F,8,Казакова Клавдия Харитоновна,1,BACHELOR,16,4.0,2024-05-23
,social_media,Информатика и вычислительная техника,,240000,48ffe622-791a-437f-8ea9-6f2217da106a,0.78,0,0,1,Казанский федеральный университет (КФУ),0.0,Недостаток документов,M,4,Кузьмин Аверьян Анисимович,0,MASTER,21,3.4,2024-05-17
2024-08-23,social_media,Химия,,310000,a2f304fb-04b3-4291-87e3-6a095c409a1a,0.49,0,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),930000.0,,M,6,Феофан Анатольевич Константинов,0,BACHELOR,17,3.8,2024-07-30
2024-07-16,social_media,Прикладная математика,2024-08-07,300000,9830a681-9010-47a8-a5ef-5f32e093a7c,0.56,1,1,3,Санкт-Петербургский государственный университет (СПбГУ),1920000.0,,M,8,Корнилов Афанасий Вилорович,1,BACHELOR,19,4.9,2024-06-08
2024-08-25,social_media,Автоматизация и управление,,210000,2a5a6b22-1990-41d0-a951-37d740cb0dbd,0.5,0,1,1,Национальный исследовательский ядерный университет «МИФИ»,315000.0,,F,2,Дорофеева Елена Егоровна,0,SPECIALTY,16,4.4,2024-06-23
2024-08-01,social_media,Биотехнология,2024-09-14,135000,7db9942f-82ae-4682-af0b-088adf1f3cf6,0.68,1,1,2,Красноярский государственный университет (КГУ),405000.0,,F,4,Гаврилова Алевтина Максимовна,0,MASTER,22,3.8,2024-05-17
2024-07-18,bank,Прикладная математика,,245000,116aed2a-5fc3-41ec-8c95-9262f5402752,0.65,0,1,2,Томский государственный университет (ТГУ),735000.0,,M,6,Мирослав Владленович Александров,0,BACHELOR,15,3.1,2024-06-12
2024-08-15,bank,Механика,2024-09-01,155000,a356cd2b-07a7-4399-b610-8b309b8eed02,0.68,1,1,3,Новосибирский государственный университет (НГУ),992000.0,,M,8,Ким Ильич Медведев,0,BACHELOR,19,4.0,2024-05-31
2024-06-30,social_media,Механика,2024-08-06,345000,a8261f2f-cfb8-492e-808f-a5f5399eb3ea,0.51,1,1,0,Московский государственный университет имени М.В. Ломоносова (МГУ),345000.0,,M,2,Горбунов Виктор Владиславович,0,SPECIALTY,16,4.0,2024-06-27
2024-06-25,social_media,Прикладная математика,2024-08-29,300000,61a3489c-1882-425b-a6c4-01dbf31800c6,0.6,1,1,2,Московский физико-технический институт (МФТИ),1350000.0,,M,6,Большаков Виссарион Филиппович,0,BACHELOR,15,4.5,2024-06-02
2024-07-02,bank,Прикладная математика,2024-07-30,150000,bf6e565f-e2a0-4758-bf49-f2d4dba374ea,0.51,1,1,1,Пермский государственный национальный исследовательский университет (ПГНИУ),360000.0,,M,4,Гремислав Феодосьевич Суханов,0,BACHELOR,17,4.0,2024-05-18
,website,Электроника и наноэлектроника,,130000,a9b34840-207b-44b3-b435-c53b7bd0a187,0.85,0,0,4,Сибирский федеральный университет (СФУ),0.0,Некорректные данные,F,8,Анжела Борисовна Лукина,0,BACHELOR,16,3.7,2024-06-05
2024-06-09,social_media,Информатика и вычислительная техника,2024-08-25,195000,5793506c-528e-48ea-8429-9e901c7e26d,0.53,1,1,4,Томский государственный университет (ТГУ),1560000.0,,F,8,Исакова Варвара Александровна,1,BACHELOR,17,3.7,2024-06-04
,website,Информатика и вычислительная техника,,400000,691b61ce-0619-47bb-8a40-581107f5e1d,0.82,0,0,2,Санкт-Петербургский государственный университет (СПбГУ),0.0,Некорректные данные,F,4,Виктория Оскаровна Тихонова,1,MASTER,24,3.4,2024-05-03
2024-08-06,bank,Прикладная математика,,210000,42a2f85c-7571-41c9-8083-ca4a1122325d,0.56,0,1,3,Красноярский государственный университет (КГУ),1260000.0,,M,8,Станимир Авдеевич Антонов,0,BACHELOR,19,4.8,2024-06-11
2024-08-20,website,Электроника и наноэлектроника,,340000,459be8b4-aa4c-4563-80b0-9b3b321805d0,0.69,0,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),816000.0,,M,4,Рожков Назар Валерьевич,0,MASTER,20,4.9,2024-07-04
2024-08-07,bank,Физика,2024-08-11,160000,cc90d70f-8950-4a24-9100-d18ae4e8836f,0.53,1,1,1,Томский государственный университет (ТГУ),384000.0,,M,4,Лихачев Ипполит Дорофеевич,0,SPECIALTY,17,3.6,2024-06-27
